,word,furigana,translation,jlpt_level,romaji,num_characters,stroke_count
1426,ずばり,ずばり,"decisively, unreservedly, frankly",N1,zubari,3,11
1427,スプリング,スプリング,spring,N1,supuringu,5,12
1428,スペース,スペース,space,N1,supeーsu,4,6
1429,ずぶぬれ,ずぶぬれ,"soaked, dripping wet",N1,zubunure,4,14
1430,スポーツカー,スポーツカー,sports car,N1,supoーtsukaー,6,12
1431,澄ます,すます,"to clear, to make clear, to listen for",N1,sumasu,3,20
1432,清ます,すます,"to clear, to make clear, to listen for",N1,sumasu,3,16
1433,済ます,すます,to finish; to settle; to do without,N1,sumasu,3,16
1434,すみやか,すみやか,speedy,N1,sumiyaka,4,10
1435,スラックス,スラックス,slacks,N1,surakkusu,5,9
1436,ずらっと,ずらっと,"in a line, in a row",N1,zuratto,4,9
1437,ずるずる,ずるずる,"dragging on, sound of sniffling",N1,zuruzuru,4,10
1438,ずれ,ずれ,"difference, gap",N1,zure,2,6
1439,すれちがい,すれちがい,chance encounter,N1,surechigai,5,13
1440,擦れる,すれる,"to rub, to chafe",N1,sureru,3,20
1441,すんなり,すんなり,"pass with no objection, slim, slender",N1,sunnari,4,9
1442,生育,せいいく,"growth, development, breeding",N1,seiiku,2,13
1443,成育,せいいく,"growth, raising",N1,seiiku,2,14
1444,成果,せいか,"results, fruits",N1,seika,2,14
1445,正解,せいかい,"correct, right answer, solution",N1,seikai,2,18
1446,正義,せいぎ,"justice, right, righteousness",N1,seigi,2,18
1447,生計,せいけい,"livelihood, living",N1,seikei,2,14
1448,政権,せいけん,"(political) administration, political power",N1,seiken,2,24
1449,星座,せいざ,constellation,N1,seiza,2,19
1450,制裁,せいさい,"restraint, sanctions, punishment",N1,seisai,2,20
1451,政策,せいさく,"political measures, policy",N1,seisaku,2,21
1452,生死,せいし,life and death,N1,seishi,2,11
1453,静止,せいし,"stillness, repose, standing still",N1,seishi,2,18
1454,誠実,せいじつ,"sincere, honest, faithful",N1,seijitsu,2,21
1455,成熟,せいじゅく,"maturity, ripeness",N1,seijuku,2,21
1456,青春,せいしゅん,"youth, springtime of life, adolescent",N1,seishun,2,17
1457,清純,せいじゅん,"purity, innocence",N1,seijun,2,21
1458,聖書,せいしょ,Bible,N1,seisho,2,23
1459,正常,せいじょう,"normalcy, normality, normal",N1,seijou,2,16
1460,制する,せいする,"to control, to command",N1,seisuru,3,11
1461,整然,せいぜん,"orderly, regular, well-organized",N1,seizen,2,28
1462,盛装,せいそう,"be dressed up, wear rich clothes",N1,seisou,2,23
1463,盛大,せいだい,"grand, prosperous, magnificent",N1,seidai,2,14
1464,清濁,せいだく,"good and evil, purity and impurity",N1,seidaku,2,27
1465,制定,せいてい,"enactment, establishment, creation",N1,seitei,2,16
1466,静的,せいてき,static,N1,seiteki,2,22
1467,製鉄,せいてつ,iron manufacture,N1,seitetsu,2,27
1468,晴天,せいてん,fine weather,N1,seiten,2,16
1469,正当,せいとう,"just, due, proper",N1,seitou,2,11
1470,制服,せいふく,uniform,N1,seifuku,2,16
1471,征服,せいふく,"conquest, subjugation, overcoming",N1,seifuku,2,16
1472,製法,せいほう,"manufacturing method, recipe, formula",N1,seihou,2,22
1473,精密,せいみつ,"precise, exact, detailed, minute",N1,seimitsu,2,25
1474,税務署,ぜいむしょ,tax office,N1,zeimusho,3,36
1475,制約,せいやく,"limitation, constraints",N1,seiyaku,2,17
1476,勢力,せいりょく,"influence, power, might, strength",N1,seiryoku,2,15
1477,整列,せいれつ,"stand in a row, form a line",N1,seiretsu,2,22
1478,セール,セール,sale,N1,seーru,3,4
1479,急かす,せかす,"to hurry, to urge on",N1,sekasu,3,14
1480,伜,せがれ,"son, my son",N1,segare,1,6
1481,責務,せきむ,"duty, obligation",N1,sekimu,2,22
1482,セクション,セクション,section,N1,sekushon,5,11
1483,世辞,せじ,"flattery, compliment",N1,seji,2,18
1484,世帯,せたい,household,N1,setai,2,15
1485,是正,ぜせい,"correction, revision",N1,zesei,2,14
1486,世代,せだい,generation,N1,sedai,2,10
1487,切開,せっかい,"opening up, cutting through",N1,sekkai,2,16
1488,セックス,セックス,sex,N1,sekkusu,4,7
1489,切実,せつじつ,"compelling, serious, severe, acute",N1,setsujitsu,2,12
1490,接触,せっしょく,"touch, contact",N1,sesshoku,2,24
1491,接続詞,せつぞくし,conjunction,N1,setsuzokushi,3,36
1492,設置,せっち,"establishment, institution",N1,secchi,2,24
1493,折衷,せっちゅう,"compromise, cross, blending, eclecticism",N1,secchuu,2,16
1494,設定,せってい,"establishment, creation",N1,settei,2,19
1495,説得,せっとく,persuasion,N1,settoku,2,25
1496,切ない,せつない,"painful, trying, sad",N1,setsunai,3,10
1497,絶版,ぜっぱん,out of print,N1,zeppan,2,20
1498,設立,せつりつ,"establishment, foundation, institution",N1,setsuritsu,2,16
1499,攻め,せめ,"attack, offense",N1,seme,2,9
1500,ゼリー,ゼリー,jelly,N1,zeriー,3,6
1501,セレモニー,セレモニー,ceremony,N1,seremoniー,5,8
1502,世論,せろん,public opinion,N1,seron,2,20
1503,先,せん,"priority, precedence, previous",N1,sen,1,6
1504,繊維,せんい,"fiber, fiber, textile",N1,seni,2,31
1505,全快,ぜんかい,complete recovery of health,N1,zenkai,2,13
1506,宣教,せんきょう,religious mission,N1,senkyou,2,20
1507,宣言,せんげん,"declaration, proclamation, announcement",N1,sengen,2,16
1508,戦災,せんさい,war damage,N1,sensai,2,20
1509,専修,せんしゅう,specialization,N1,senshuu,2,19
1510,戦術,せんじゅつ,tactics,N1,senjutsu,2,24
1511,センス,センス,"sense (for music, style, tact, etc.)",N1,sensu,3,6
1512,潜水,せんすい,diving,N1,sensui,2,19
1513,全盛,ぜんせい,height of prosperity,N1,zensei,2,17
1514,先代,せんだい,"family predecessor, previous age, previous generation",N1,sendai,2,11
1515,先だって,せんだって,"recently, the other day",N1,sendatte,4,14
1516,先着,せんちゃく,first arrival,N1,senchaku,2,18
1517,前提,ぜんてい,"preamble, premise, prerequisite",N1,zentei,2,21
1518,先天的,せんてんてき,"inherent, congenital, hereditary",N1,sententeki,3,18
1519,前途,ぜんと,"future prospects, outlook, the journey ahead",N1,zento,2,19
1520,戦闘,せんとう,"battle, fight, combat",N1,sentou,2,31
1521,潜入,せんにゅう,"infiltration, sneaking in",N1,sennyuu,2,17
1522,船舶,せんぱく,ship,N1,senpaku,2,22
1523,全滅,ぜんめつ,annihilation,N1,zenmetsu,2,19
1524,専用,せんよう,"exclusive use, personal use",N1,senyou,2,14
1525,占領,せんりょう,"occupation, possession, have a room to oneself",N1,senryou,2,19
1526,善良,ぜんりょう,"goodness, excellence, virtue",N1,zenryou,2,19
1527,戦力,せんりょく,war potential,N1,senryoku,2,15
1528,前例,ぜんれい,precedent,N1,zenrei,2,17
1529,相応,そうおう,"suitability, fitness",N1,souou,2,16
1530,総会,そうかい,general meeting,N1,soukai,2,20
1531,創刊,そうかん,"launching (e.g., newspaper, first issue)",N1,soukan,2,17
1532,雑木,ぞうき,"various kinds of small trees, assorted trees",N1,zouki,2,18
1533,早急,そうきゅう,urgent,N1,soukyuu,2,15
1534,早急,さっきゅう,urgent,N1,sakkyuu,2,15
1535,増強,ぞうきょう,"reinforce, increase",N1,zoukyou,2,25
1536,送金,そうきん,"remittance, sending money",N1,soukin,2,17
1537,走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)",N1,soukou,2,13
1538,総合,そうごう,"synthesis, generalization",N1,sougou,2,20
1539,捜索,そうさく,"search (esp. for someone or something missing, investigation)",N1,sousaku,2,20
1540,蔵相,ぞうしょう,Minister of Finance,N1,zoushou,2,24
1541,装飾,そうしょく,ornament,N1,soushoku,2,25
1542,増進,ぞうしん,"promoting, increase, advance",N1,zoushin,2,25
1543,相対,そうたい,relative,N1,soutai,2,16
1544,壮大,そうだい,"magnificent, grand, majestic",N1,soudai,2,9
1545,騒動,そうどう,"strife, riot, rebellion",N1,soudou,2,29
1546,遭難,そうなん,"disaster, shipwreck, accident",N1,sounan,2,32
1547,相場,そうば,"market price, speculation, estimation",N1,souba,2,21
1548,装備,そうび,equipment,N1,soubi,2,24
1549,創立,そうりつ,"establishment, founding",N1,souritsu,2,17
1550,添える,そえる,"to add to, to attach, to accompany",N1,soeru,3,14
1551,ソース,ソース,source,N1,soーsu,3,4
1552,即座に,そくざに,"immediately, right away",N1,sokuzani,3,20
1553,促進,そくしん,"promotion, acceleration, encouragement",N1,sokushin,2,20
1554,即する,そくする,"to conform to, to agree with, to be adapted to,",N1,sokusuru,3,10
1555,束縛,そくばく,"restraint, restriction, confinement",N1,sokubaku,2,23
1556,側面,そくめん,"side, sidelight, lateral",N1,sokumen,2,20
1557,損う,そこなう,"to harm, to hurt",N1,sokonau,2,15
1558,そこら,そこら,"everywhere, somewhere",N1,sokora,3,5
1559,素材,そざい,"raw materials, subject matter",N1,sozai,2,17
1560,阻止,そし,"obstruction, check, hindrance",N1,soshi,2,12
1561,訴訟,そしょう,"litigation, lawsuit",N1,soshou,2,23
1562,育ち,そだち,"breeding, growth",N1,sodachi,2,10
1563,措置,そち,"measure, step",N1,sochi,2,24
1564,ソックス,ソックス,socks,N1,sokkusu,4,7
1565,素っ気無い,そっけない,"cold, short, curt, blunt",N1,sokkenai,5,31
1566,外方,そっぽ,look (or turn) the other way,N1,soppo,2,9
1567,備え付ける,そなえつける,"to provide, to equip, to install",N1,sonaetsukeru,5,23
1568,備わる,そなわる,to be furnished with,N1,sonawaru,3,15
1569,具わる,そなわる,to be furnished with,N1,sonawaru,3,11
1570,聳える,そびえる,"to rise, to tower, to soar",N1,sobieru,3,20
1571,素朴,そぼく,"simplicity, artlessness, naivety",N1,soboku,2,16
1572,背く,そむく,"to run counter to, to go against",N1,somuku,2,10
1573,染まる,そまる,to be dyed,N1,somaru,3,13
1574,染める,そめる,"to dye, to color",N1,someru,3,12
1575,そらす,そらす,"to bend, to warp",N1,sorasu,3,5
1576,そり (～にのる),そり (～にのる),"sleigh, sled",N1,sori (～ninoru),9,8
1577,反る,そる,"to warp, to be warped, to curve",N1,soru,2,5
1578,それゆえ,それゆえ,"therefore, for that reason, so",N1,soreyue,4,7
1579,ソロ,ソロ,solo,N1,soro,2,5
1580,揃い,そろい,"set, suit, uniform",N1,soroi,2,14
1581,ぞんざい,ぞんざい,"rude, careless, slovenly",N1,zonzai,4,10
1582,損失,そんしつ,loss,N1,sonshitsu,2,18
1583,存続,そんぞく,"duration, continuance",N1,sonzoku,2,19
1584,ダース,ダース,dozen,N1,daーsu,3,7
1585,対応,たいおう,dealing with,N1,taiou,2,14
1586,大家,たいか,"rich family, distinguished family",N1,taika,2,13
1587,退化,たいか,"degeneration, retrogression",N1,taika,2,13
1588,大概,たいがい,"in general, mainly",N1,taigai,2,17
1589,体格,たいかく,"physique, constitution",N1,taikaku,2,17
1590,大金,たいきん,large amount of money,N1,taikin,2,11
1591,待遇,たいぐう,"treatment, reception",N1,taiguu,2,21
1592,対決,たいけつ,"confrontation, showdown",N1,taiketsu,2,14
1593,体験,たいけん,personal experience,N1,taiken,2,25
1594,対抗,たいこう,"opposition, antagonism",N1,taikou,2,14
1595,退治,たいじ,extermination,N1,taiji,2,17
1596,大衆,たいしゅう,general public,N1,taishuu,2,15
1597,対処,たいしょ,"deal with, cope",N1,taisho,2,12
1598,退職,たいしょく,retirement (from office),N1,taishoku,2,27
1599,題する,だいする,to title,N1,daisuru,3,21
1600,態勢,たいせい,"attitude, conditions, tendency",N1,taisei,2,27
1601,対談,たいだん,"talk, dialogue",N1,taidan,2,22
1602,大胆,だいたん,"bold, daring, audacious",N1,daitan,2,12
1603,対等,たいとう,equivalent,N1,taitou,2,19
1604,台無し,だいなし,"mess, spoiled, (come to) nothing",N1,dainashi,3,18
1605,滞納,たいのう,"non-payment, default",N1,tainou,2,23
1606,対比,たいひ,"contrast, comparison",N1,taihi,2,11
1607,タイピスト,タイピスト,typist,N1,taipisuto,5,12
1608,大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)",N1,taibu,2,14
1609,大便,だいべん,feces,N1,daiben,2,12
1610,代弁,だいべん,speak for another,N1,daiben,2,10
1611,待望,たいぼう,"long-expected, waiting",N1,taibou,2,20
1612,台本,だいほん,"libretto, scenario",N1,daihon,2,10
1613,タイマー,タイマー,timer,N1,taimaー,4,7
1614,怠慢,たいまん,"negligence, carelessness",N1,taiman,2,23
1615,タイミング,タイミング,timing,N1,taimingu,5,14
1616,タイム,タイム,time,N1,taimu,3,7
1617,タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI",N1,taimuriー,5,9
1618,対面,たいめん,"interview, meeting",N1,taimen,2,16
1619,代用,だいよう,substitution,N1,daiyou,2,10
1620,体力,たいりょく,physical strength,N1,tairyoku,2,9
1621,タイル,タイル,tile,N1,tairu,3,7
1622,対話,たいわ,"conversation, dialogue",N1,taiwa,2,20
1623,耐える,たえる,"to endure, to put up with",N1,taeru,3,12
1624,堪える,たえる,"to endure, to put up with",N1,taeru,3,15
1625,絶える,たえる,"to die out, to become extinct",N1,taeru,3,15
1626,断える,たえる,"to cease, to become extinct",N1,taeru,3,14
1627,打開,だかい,"solution, breakthrough",N1,dakai,2,17
1628,焚火,たきび,(open) fire,N1,takibi,2,16
1629,妥協,だきょう,"compromise, giving in",N1,dakyou,2,15
1630,たくましい,たくましい,"burly, strong, sturdy",N1,takumashii,5,11
1631,巧み,たくみ,"skill, cleverness",N1,takumi,2,7
1632,丈,たけ,"length, height",N1,take,1,3
1633,打撃,だげき,"blow, damage; batting (baseball)",N1,dageki,2,20
1634,妥結,だけつ,agreement,N1,daketsu,2,19
1635,駄作,ださく,poor work,N1,dasaku,2,21
1636,足し算,たしざん,addition,N1,tashizan,3,22
1637,多数決,たすうけつ,majority rule,N1,tasuuketsu,3,26
1638,助け,たすけ,assistance,N1,tasuke,2,10
1639,携わる,たずさわる,"to engage, to involve",N1,tazusawaru,3,16
1640,漂う,ただよう,"to drift about, to float, to hang in air",N1,tadayou,2,16
1641,立ち去る,たちさる,"to leave, to depart",N1,tachisaru,4,13
1642,立ち寄る,たちよる,"to stop by, to drop in for a short visit",N1,tachiyoru,4,19
1643,抱っこ,だっこ,(child's) hug,N1,dakko,3,11
1644,達者,たっしゃ,"skillful, in good health",N1,tassha,2,20
1645,脱出,だっしゅつ,escape,N1,dasshutsu,2,16
1646,脱する,だっする,"to escape from, to get out",N1,dassuru,3,14
1647,達成,たっせい,achievement,N1,tassei,2,18
1648,脱退,だったい,"secession, withdrawal",N1,dattai,2,20
1649,だったら,だったら,if it's the case,N1,dattara,4,13
1650,立て替える,たてかえる,"to pay in advance, to pay for another",N1,tatekaeru,5,21
1651,建前,たてまえ,position; stance one takes in public; principle,N1,tatemae,2,18
1652,奉る,たてまつる,"to offer, to do respectfully",N1,tatematsuru,2,9
1653,だと,だと,if it's the case,N1,dato,2,8
1654,他動詞,たどうし,transitive verb (direct object),N1,tadoushi,3,28
1655,辿り着く,たどりつく,"to reach, to make it somehow",N1,tadoritsuku,4,21
1656,辿る,たどる,"to follow (road, to pursue (course), to follow up",N1,tadoru,2,7
1657,束ねる,たばねる,"to tie up in a bundle, to control",N1,tabaneru,3,10
1658,だぶだぶ,だぶだぶ,"loose, baggy",N1,dabudabu,4,24
1659,他方,たほう,"another side, on the other hand",N1,tahou,2,9
1660,多忙,たぼう,busy,N1,tabou,2,12
1661,給う,たまう,"to receive, to grant",N1,tamau,2,14
1662,魂,たましい,"soul, spirit",N1,tamashii,1,14
1663,溜まり,たまり,"collected things, gathering place, arrears",N1,tamari,3,18
1664,賜る,たまわる,"to grant, to bestow",N1,tamawaru,2,16
1665,保つ,たもつ,"to keep, to preserve, to sustain",N1,tamotsu,2,10
1666,たやすい,たやすい,"easy, simple, light",N1,tayasui,4,11
1667,多様,たよう,"diversity, variety",N1,tayou,2,20
1668,だるい,だるい,"sluggish, feel heavy (tired), languid",N1,darui,3,9
1669,弛み,たるみ,"slack, slackening",N1,tarumi,2,8
1670,弛む,たるむ,"to slacken, to loosen, to relax",N1,tarumu,2,9
1671,垂れる,たれる,"to hang, to droop; to drip",N1,tareru,3,11
1672,タレント,タレント,"talent, star, personality",N1,tarento,4,8
1673,タワー,タワー,tower,N1,tawaー,3,5
1674,単一,たんいつ,"single, simple, sole",N1,tanitsu,2,10
1675,短歌,たんか,31-syllable Japanese poem,N1,tanka,2,26
1676,担架,たんか,"stretcher, litter",N1,tanka,2,17
1677,短気,たんき,quick temper,N1,tanki,2,18
1678,団結,だんけつ,"unity, union, solidarity",N1,danketsu,2,18
1679,探検,たんけん,"exploration, expedition",N1,tanken,2,23
1680,断言,だんげん,"assertion, declaration, affirmation",N1,dangen,2,18
1681,短縮,たんしゅく,"shortening, abbreviation, reduction",N1,tanshuku,2,29
1682,断然,だんぜん,"firmly, absolutely, definitely",N1,danzen,2,23
1683,炭素,たんそ,carbon (C),N1,tanso,2,19
1684,短大,たんだい,junior college,N1,tandai,2,15
1685,単調,たんちょう,"monotony, monotone, dullness",N1,tanchou,2,24
1686,単独,たんどく,"sole, single",N1,tandoku,2,18
1687,旦那,だんな,"master (of house), husband (informal)",N1,danna,2,12
