whole_word,whole_word_furigana,whole_word_romaji,whole_word_translation,jlpt_level,character,kanji_use_count,kanji_stroke_count,kanji_translation,kun_readings,kun_romaji,on_readings,on_romaji,radical_basis,radical_meaning,kana_romaji,kana_stroke_count,char_type
断言,だんげん,dangen,"assertion, declaration, affirmation",N1,言,23.0,7.0,"say, word","い.う, こと","i.u, koto","ゲン, ゴン","gen, gon",言,speech,,,kanji
短縮,たんしゅく,tanshuku,"shortening, abbreviation, reduction",N1,短,11.0,12.0,"short, brevity, fault, defect, weak point",みじか.い,mijika.i,タン,tan,矢,arrow,,,kanji
短縮,たんしゅく,tanshuku,"shortening, abbreviation, reduction",N1,縮,8.0,17.0,"shrink, contract, shrivel, wrinkle, reduce","ちぢ.む, ちぢ.まる, ちぢ.める, ちぢ.れる, ちぢ.らす","chizi.mu, chizi.maru, chizi.meru, chizi.reru, chizi.rasu",シュク,shuku,糸,silk,,,kanji
断然,だんぜん,danzen,"firmly, absolutely, definitely",N1,断,15.0,11.0,"severance, decline, refuse, apologize, warn, dismiss, prohibit, decision, judgement, cutting","た.つ, ことわ.る, さだ.める","ta.tsu, kotowa.ru, sada.meru",ダン,dan,斤,axe,,,kanji
断然,だんぜん,danzen,"firmly, absolutely, definitely",N1,然,14.0,12.0,"sort of thing, so, if so, in that case, well","しか, しか.り, しか.し, さ","shika, shika.ri, shika.shi, sa","ゼン, ネン","zen, nen",火,fire,,,kanji
炭素,たんそ,tanso,carbon (C),N1,炭,3.0,9.0,"charcoal, coal",すみ,sumi,タン,tan,火,fire,,,kanji
炭素,たんそ,tanso,carbon (C),N1,素,16.0,10.0,"elementary, principle, naked, uncovered",もと,moto,"ソ, ス","so, su",糸,silk,,,kanji
短大,たんだい,tandai,junior college,N1,短,11.0,12.0,"short, brevity, fault, defect, weak point",みじか.い,mijika.i,タン,tan,矢,arrow,,,kanji
短大,たんだい,tandai,junior college,N1,大,63.0,3.0,"large, big","おお-, おお.きい, -おお.いに","oo-, oo.kii, -oo.ini","ダイ, タイ","dai, tai",大,big,,,kanji
単調,たんちょう,tanchou,"monotony, monotone, dullness",N1,単,10.0,9.0,"simple, one, single, merely",ひとえ,hitoe,タン,tan,十,ten,,,kanji
単調,たんちょう,tanchou,"monotony, monotone, dullness",N1,調,21.0,15.0,"tune, tone, meter, key (music), writing style, prepare, exorcise, investigate, harmonize, mediate","しら.べる, しら.べ, ととの.う, ととの.える","shira.beru, shira.be, totono.u, totono.eru",チョウ,chou,言,speech,,,kanji
単独,たんどく,tandoku,"sole, single",N1,単,10.0,9.0,"simple, one, single, merely",ひとえ,hitoe,タン,tan,十,ten,,,kanji
単独,たんどく,tandoku,"sole, single",N1,独,11.0,9.0,"single, alone, spontaneously, Germany",ひと.り,hito.ri,"ドク, トク","doku, toku",犬,dog,,,kanji
旦那,だんな,danna,"master (of house), husband (informal)",N1,旦,2.0,5.0,"daybreak, dawn, morning","あき.らか, あきら, ただし, あさ, あした","aki.raka, akira, tadashi, asa, ashita","タン, ダン","tan, dan",日,sun,,,kanji
旦那,だんな,danna,"master (of house), husband (informal)",N1,那,1.0,7.0,what?,"なに, なんぞ, いかん","nani, nanzo, ikan","ナ, ダ","na, da",town,town,,,kanji
短波,たんぱ,tanpa,short wave,N1,短,11.0,12.0,"short, brevity, fault, defect, weak point",みじか.い,mijika.i,タン,tan,矢,arrow,,,kanji
短波,たんぱ,tanpa,short wave,N1,波,4.0,8.0,"waves, billows, Poland",なみ,nami,ハ,ha,水,water,,,kanji
蛋白質,たんぱくしつ,tanpakushitsu,protein,N1,蛋,1.0,11.0,"barbarian, egg",,,タン,tan,虫,insect,,,kanji
蛋白質,たんぱくしつ,tanpakushitsu,protein,N1,白,10.0,5.0,white,"しろ, しら-, しろ.い","shiro, shira-, shiro.i","ハク, ビャク","haku, byaku",白,white,,,kanji
蛋白質,たんぱくしつ,tanpakushitsu,protein,N1,質,15.0,15.0,"substance, quality, matter, temperament","たち, ただ.す, もと, わりふ","tachi, tada.su, moto, warifu","シツ, シチ, チ","shitsu, shichi, chi",貝,shell,,,kanji
ダンプ,ダンプ,danpu,dump truck,N1,ダ,,,,,,,,,,da,5.0,kana
ダンプ,ダンプ,danpu,dump truck,N1,ン,,,,,,,,,,n,2.0,kana
ダンプ,ダンプ,danpu,dump truck,N1,プ,,,,,,,,,,pu,2.0,kana
断面,だんめん,danmen,cross section,N1,断,15.0,11.0,"severance, decline, refuse, apologize, warn, dismiss, prohibit, decision, judgement, cutting","た.つ, ことわ.る, さだ.める","ta.tsu, kotowa.ru, sada.meru",ダン,dan,斤,axe,,,kanji
断面,だんめん,danmen,cross section,N1,面,28.0,9.0,"mask, face, features, surface","おも, おもて, つら","omo, omote, tsura","メン, ベン","men, ben",面,face,,,kanji
弾力,だんりょく,danryoku,"elasticity, flexibility",N1,弾,6.0,12.0,"bullet, twang, flip, snap","ひ.く, -ひ.き, はず.む, たま, はじ.く, はじ.ける, ただ.す, はじ.きゆみ","hi.ku, -hi.ki, hazu.mu, tama, haji.ku, haji.keru, tada.su, haji.kiyumi","ダン, タン","dan, tan",弓,bow,,,kanji
弾力,だんりょく,danryoku,"elasticity, flexibility",N1,力,31.0,2.0,"power, strength, strong, strain, bear up, exert",ちから,chikara,"リョク, リキ, リイ","ryoku, riki, rii",力,power,,,kanji
治安,ちあん,chian,"public order, security",N1,治,9.0,8.0,"reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve","おさ.める, おさ.まる, なお.る, なお.す","osa.meru, osa.maru, nao.ru, nao.su","ジ, チ","ji, chi",水,water,,,kanji
治安,ちあん,chian,"public order, security",N1,安,10.0,6.0,"relax, cheap, low, quiet, rested, contented, peaceful","やす.い, やす.まる, やす, やす.らか","yasu.i, yasu.maru, yasu, yasu.raka",アン,an,宀,roof,,,kanji
チームワーク,チームワーク,chiーmuwaーku,teamwork,N1,チ,,,,,,,,,,chi,3.0,kana
チームワーク,チームワーク,chiーmuwaーku,teamwork,N1,ー,,,,,,,,,,,,kana
チームワーク,チームワーク,chiーmuwaーku,teamwork,N1,ム,,,,,,,,,,mu,2.0,kana
チームワーク,チームワーク,chiーmuwaーku,teamwork,N1,ワ,,,,,,,,,,wa,2.0,kana
チームワーク,チームワーク,chiーmuwaーku,teamwork,N1,ー,,,,,,,,,,,,kana
チームワーク,チームワーク,chiーmuwaーku,teamwork,N1,ク,,,,,,,,,,ku,2.0,kana
チェンジ,チェンジ,chiェnji,change,N1,チ,,,,,,,,,,chi,3.0,kana
チェンジ,チェンジ,chiェnji,change,N1,ェ,,,,,,,,,,,,kana
チェンジ,チェンジ,chiェnji,change,N1,ン,,,,,,,,,,n,2.0,kana
チェンジ,チェンジ,chiェnji,change,N1,ジ,,,,,,,,,,ji,5.0,kana
違える,ちがえる,chigaeru,to change,N1,違,12.0,13.0,"difference, differ","ちが.う, ちが.い, ちが.える, -ちが.える, たが.う, たが.える","chiga.u, chiga.i, chiga.eru, -chiga.eru, taga.u, taga.eru",イ,i,辵,walk,,,kanji
違える,ちがえる,chigaeru,to change,N1,え,,,,,,,,,,e,2.0,kana
違える,ちがえる,chigaeru,to change,N1,る,,,,,,,,,,ru,1.0,kana
畜産,ちくさん,chikusan,animal husbandry,N1,畜,4.0,10.0,"livestock, domestic fowl and animals",,,チク,chiku,田,field,,,kanji
畜産,ちくさん,chikusan,animal husbandry,N1,産,27.0,11.0,"products, bear, give birth, yield, childbirth, native, property","う.む, う.まれる, うぶ-, む.す","u.mu, u.mareru, ubu-, mu.su",サン,san,生,life,,,kanji
畜生,ちくしょう,chikushou,"beast, brute, damn",N1,畜,4.0,10.0,"livestock, domestic fowl and animals",,,チク,chiku,田,field,,,kanji
畜生,ちくしょう,chikushou,"beast, brute, damn",N1,生,62.0,5.0,"life, genuine, birth","い.きる, い.かす, い.ける, う.まれる, うま.れる, う.まれ, うまれ, う.む, お.う, は.える, は.やす, き, なま, なま-, な.る, な.す, む.す, -う","i.kiru, i.kasu, i.keru, u.mareru, uma.reru, u.mare, umare, u.mu, o.u, ha.eru, ha.yasu, ki, nama, nama-, na.ru, na.su, mu.su, -u","セイ, ショウ","sei, shou",生,life,,,kanji
蓄積,ちくせき,chikuseki,"accumulation, accumulate, store",N1,蓄,3.0,13.0,"amass, raise, hoard, store",たくわ.える,takuwa.eru,チク,chiku,艸,grass,,,kanji
蓄積,ちくせき,chikuseki,"accumulation, accumulate, store",N1,積,9.0,16.0,"volume, product (x*y), acreage, contents, pile up, stack, load, amass","つ.む, -づ.み, つ.もる, つ.もり","tsu.mu, -zu.mi, tsu.moru, tsu.mori",セキ,seki,禾,grain,,,kanji
地形,ちけい,chikei,"landform, geographical features, topography",N1,地,49.0,6.0,"ground, earth",,,"チ, ジ","chi, ji",土,earth,,,kanji
地形,ちけい,chikei,"landform, geographical features, topography",N1,形,14.0,7.0,"shape, form, style","かた, -がた, かたち, なり","kata, -gata, katachi, nari","ケイ, ギョウ","kei, gyou",彡,bristle,,,kanji
知性,ちせい,chisei,intelligence,N1,知,17.0,8.0,"know, wisdom","し.る, し.らせる","shi.ru, shi.raseru",チ,chi,矢,arrow,,,kanji
知性,ちせい,chisei,intelligence,N1,性,16.0,8.0,"sex, gender, nature",さが,saga,"セイ, ショウ","sei, shou",心,heart,,,kanji
乳,ちち,chichi,"milk, breast, loop",N1,乳,2.0,8.0,"milk, breasts","ちち, ち","chichi, chi",ニュウ,nyuu,乛,second,,,kanji
縮まる,ちぢまる,chizimaru,"to be shortened, to be contracted, to shrink",N1,縮,8.0,17.0,"shrink, contract, shrivel, wrinkle, reduce","ちぢ.む, ちぢ.まる, ちぢ.める, ちぢ.れる, ちぢ.らす","chizi.mu, chizi.maru, chizi.meru, chizi.reru, chizi.rasu",シュク,shuku,糸,silk,,,kanji
縮まる,ちぢまる,chizimaru,"to be shortened, to be contracted, to shrink",N1,ま,,,,,,,,,,ma,3.0,kana
縮まる,ちぢまる,chizimaru,"to be shortened, to be contracted, to shrink",N1,る,,,,,,,,,,ru,1.0,kana
秩序,ちつじょ,chitsujo,"order, regularity",N1,秩,1.0,10.0,"regularity, salary, order",,,チツ,chitsu,禾,grain,,,kanji
秩序,ちつじょ,chitsujo,"order, regularity",N1,序,2.0,7.0,"preface, beginning, order, precedence, occasion, chance, incidentally","つい.で, ついで","tsui.de, tsuide",ジョ,jo,广,house,,,kanji
窒息,ちっそく,chissoku,suffocation,N1,窒,1.0,11.0,"plug up, obstruct",,,チツ,chitsu,穴,cave,,,kanji
窒息,ちっそく,chissoku,suffocation,N1,息,10.0,10.0,"breath, respiration, son, interest (on money), rest, coming to an end",いき,iki,ソク,soku,心,heart,,,kanji
知的,ちてき,chiteki,intellectual,N1,知,17.0,8.0,"know, wisdom","し.る, し.らせる","shi.ru, shi.raseru",チ,chi,矢,arrow,,,kanji
知的,ちてき,chiteki,intellectual,N1,的,9.0,8.0,"bull's eye, mark, target, object, adjective ending",まと,mato,テキ,teki,白,white,,,kanji
着手,ちゃくしゅ,chakushu,"embarkation, launch",N1,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
着手,ちゃくしゅ,chakushu,"embarkation, launch",N1,手,61.0,4.0,hand,"て, て-, -て, た-","te, te-, -te, ta-","シュ, ズ","shu, zu",手,hand,,,kanji
着色,ちゃくしょく,chakushoku,"coloring, coloring",N1,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
着色,ちゃくしょく,chakushoku,"coloring, coloring",N1,色,14.0,6.0,color,いろ,iro,"ショク, シキ","shoku, shiki",色,colour,,,kanji
着席,ちゃくせき,chakuseki,"sit down, seat",N1,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
着席,ちゃくせき,chakuseki,"sit down, seat",N1,席,7.0,10.0,"seat, mat, occasion, place",むしろ,mushiro,セキ,seki,巾,turban,,,kanji
着目,ちゃくもく,chakumoku,attention,N1,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
着目,ちゃくもく,chakumoku,attention,N1,目,39.0,5.0,"eye, class, look, insight, experience, care, favor","め, -め, ま-","me, -me, ma-","モク, ボク","moku, boku",目,eye,,,kanji
着陸,ちゃくりく,chakuriku,"landing, touch down",N1,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
着陸,ちゃくりく,chakuriku,"landing, touch down",N1,陸,5.0,11.0,"land, six",おか,oka,"リク, ロク","riku, roku",dam,mound,,,kanji
着工,ちゃっこう,chakkou,start of (construction) work,N1,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
着工,ちゃっこう,chakkou,start of (construction) work,N1,工,14.0,3.0,"craft, construction, katakana e radical (no. 48)",,,"コウ, ク, グ","kou, ku, gu",工,work,,,kanji
茶の間,ちゃのま,chanoma,living room (Japanese style),N1,茶,13.0,9.0,tea,,,"チャ, サ","cha, sa",艸,grass,,,kanji
茶の間,ちゃのま,chanoma,living room (Japanese style),N1,の,,,,,,,,,,no,1.0,kana
茶の間,ちゃのま,chanoma,living room (Japanese style),N1,間,40.0,12.0,"interval, space","あいだ, ま, あい","aida, ma, ai","カン, ケン","kan, ken",門,gate,,,kanji
茶の湯,ちゃのゆ,chanoyu,tea ceremony,N1,茶,13.0,9.0,tea,,,"チャ, サ","cha, sa",艸,grass,,,kanji
茶の湯,ちゃのゆ,chanoyu,tea ceremony,N1,の,,,,,,,,,,no,1.0,kana
茶の湯,ちゃのゆ,chanoyu,tea ceremony,N1,湯,6.0,12.0,"hot water, bath, hot spring",ゆ,yu,トウ,tou,水,water,,,kanji
ちやほや,ちやほや,chiyahoya,"pamper, make a fuss of, spoil",N1,ち,,,,,,,,,,chi,2.0,kana
ちやほや,ちやほや,chiyahoya,"pamper, make a fuss of, spoil",N1,や,,,,,,,,,,ya,3.0,kana
ちやほや,ちやほや,chiyahoya,"pamper, make a fuss of, spoil",N1,ほ,,,,,,,,,,ho,4.0,kana
ちやほや,ちやほや,chiyahoya,"pamper, make a fuss of, spoil",N1,や,,,,,,,,,,ya,3.0,kana
チャンネル,チャンネル,channeru,a channel,N1,チ,,,,,,,,,,chi,3.0,kana
チャンネル,チャンネル,channeru,a channel,N1,ャ,,,,,,,,,,,,kana
チャンネル,チャンネル,channeru,a channel,N1,ン,,,,,,,,,,n,2.0,kana
チャンネル,チャンネル,channeru,a channel,N1,ネ,,,,,,,,,,ne,4.0,kana
チャンネル,チャンネル,channeru,a channel,N1,ル,,,,,,,,,,ru,2.0,kana
宙返り,ちゅうがえり,chuugaeri,"somersault, looping-the-loop",N1,宙,2.0,8.0,"mid-air, air, space, sky, memorization, interval of time",,,チュウ,chuu,宀,roof,,,kanji
宙返り,ちゅうがえり,chuugaeri,"somersault, looping-the-loop",N1,返,15.0,7.0,"return, answer, fade, repay","かえ.す, -かえ.す, かえ.る, -かえ.る","kae.su, -kae.su, kae.ru, -kae.ru",ヘン,hen,辵,walk,,,kanji
宙返り,ちゅうがえり,chuugaeri,"somersault, looping-the-loop",N1,り,,,,,,,,,,ri,2.0,kana
中継,ちゅうけい,chuukei,"relay, hook-up",N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中継,ちゅうけい,chuukei,"relay, hook-up",N1,継,6.0,13.0,"inherit, succeed, continue, patch, graft (tree)","つ.ぐ, まま-","tsu.gu, mama-",ケイ,kei,糸,silk,,,kanji
忠告,ちゅうこく,chuukoku,"advice, warning",N1,忠,1.0,8.0,"loyalty, fidelity, faithfulness",,,チュウ,chuu,心,heart,,,kanji
忠告,ちゅうこく,chuukoku,"advice, warning",N1,告,9.0,7.0,"revelation, tell, inform, announce",つ.げる,tsu.geru,コク,koku,口,mouth,,,kanji
中傷,ちゅうしょう,chuushou,"slander, libel, defamation",N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中傷,ちゅうしょう,chuushou,"slander, libel, defamation",N1,傷,7.0,13.0,"wound, hurt, injure, impair, pain, injury, cut, gash, scar, weak point","きず, いた.む, いた.める","kizu, ita.mu, ita.meru",ショウ,shou,人,man,,,kanji
中枢,ちゅうすう,chuusuu,"center, mainstay, nucleus",N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中枢,ちゅうすう,chuusuu,"center, mainstay, nucleus",N1,枢,1.0,8.0,"hinge, pivot, door, center of things","とぼそ, からくり","toboso, karakuri","スウ, シュ","suu, shu",木,tree,,,kanji
抽選,ちゅうせん,chuusen,"lottery, raffle, drawing (of lots)",N1,抽,2.0,8.0,"pluck, pull, extract, excel",ひき-,hiki-,チュウ,chuu,手,hand,,,kanji
抽選,ちゅうせん,chuusen,"lottery, raffle, drawing (of lots)",N1,選,7.0,15.0,"elect, select, choose, prefer","えら.ぶ, え.る, よ.る","era.bu, e.ru, yo.ru",セン,sen,辵,walk,,,kanji
中断,ちゅうだん,chuudan,"interruption, suspension, break",N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中断,ちゅうだん,chuudan,"interruption, suspension, break",N1,断,15.0,11.0,"severance, decline, refuse, apologize, warn, dismiss, prohibit, decision, judgement, cutting","た.つ, ことわ.る, さだ.める","ta.tsu, kotowa.ru, sada.meru",ダン,dan,斤,axe,,,kanji
中毒,ちゅうどく,chuudoku,poisoning,N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中毒,ちゅうどく,chuudoku,poisoning,N1,毒,5.0,8.0,"poison, virus, venom, germ, harm, injury, spite",,,ドク,doku,毋,mother,,,kanji
中腹,ちゅうふく,chuufuku,"mountain side, halfway up",N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中腹,ちゅうふく,chuufuku,"mountain side, halfway up",N1,腹,6.0,13.0,"abdomen, belly, stomach",はら,hara,フク,fuku,肉,meat,,,kanji
中立,ちゅうりつ,chuuritsu,neutrality,N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中立,ちゅうりつ,chuuritsu,neutrality,N1,立,36.0,5.0,"stand up, rise, set up, erect","た.つ, -た.つ, た.ち-, た.てる, -た.てる, た.て-, たて-, -た.て, -だ.て, -だ.てる","ta.tsu, -ta.tsu, ta.chi-, ta.teru, -ta.teru, ta.te-, tate-, -ta.te, -da.te, -da.teru","リツ, リュウ, リットル","ritsu, ryuu, rittoru",立,stand,,,kanji
中和,ちゅうわ,chuuwa,"neutralize, counteract",N1,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中和,ちゅうわ,chuuwa,"neutralize, counteract",N1,和,15.0,8.0,"harmony, Japanese style, peace, soften, Japan","やわ.らぐ, やわ.らげる, なご.む, なご.やか, あ.える","yawa.ragu, yawa.rageru, nago.mu, nago.yaka, a.eru","ワ, オ, カ","wa, o, ka",口,mouth,,,kanji
～著,～ちょ,～cho,written by ~,N1,～,,,,,,,,,,,,kana
～著,～ちょ,～cho,written by ~,N1,著,6.0,11.0,"renowned, publish, write, remarkable, phenomenal, put on, don, wear, arrival, finish (race), counter for suits of clothing, literary work","あらわ.す, いちじる.しい","arawa.su, ichijiru.shii","チョ, チャク","cho, chaku",艸,grass,,,kanji
腸,ちょう,chou,"bowels, intestines",N1,腸,1.0,13.0,"intestines, guts, bowels, viscera","はらわた, わた","harawata, wata",チョウ,chou,肉,meat,,,kanji
