kanji,count,strokes,kun_readings,on_readings
鹿,1,11,"['しか', 'か']",['ロク']
博,2,12,,"['ハク', 'バク']"
拍,1,8,,"['ハク', 'ヒョウ']"
莫,1,10,"['くれ', 'なか.れ', 'なし']","['バク', 'ボ', 'マク', 'モ', 'ナイ']"
旗,1,14,['はた'],['キ']
畑,1,9,"['はた', 'はたけ', '-ばたけ']",
販,1,11,,['ハン']
膝,1,15,['ひざ'],['シツ']
批,2,7,,['ヒ']
紐,1,10,['ひも'],"['チュウ', 'ジュウ']"
秒,1,9,,['ビョウ']
笛,1,11,['ふえ'],['テキ']
含,2,7,"['ふく.む', 'ふく.める']",['ガン']
双,1,4,"['ふた', 'たぐい', 'ならぶ', 'ふたつ']",['ソウ']
雰,1,12,,['フン']
析,1,8,,['セキ']
塀,1,12,,"['ヘイ', 'ベイ']"
吠,1,7,"['ほえ.る', 'ほ.える']","['ハイ', 'ベイ']"
埃,1,10,"['ほこり', 'ちり']",['アイ']
炎,1,8,['ほのお'],['エン']
頬,2,15,"['ほお', 'ほほ']",['キョウ']
堀,1,11,['ほり'],['クツ']
濠,1,17,['ほり'],"['ゴウ', 'コウ']"
蒔,1,13,"['う.える', 'ま.く']","['シ', 'ジ']"
撒,1,15,['ま.く'],"['サン', 'サツ']"
幕,1,13,['とばり'],"['マク', 'バク']"
松,1,8,['まつ'],['ショウ']
柵,1,9,"['しがら.む', 'しがらみ', 'とりで', 'やらい']","['サク', 'サン']"
己,1,3,"['おのれ', 'つちのと', 'な']","['コ', 'キ']"
肪,1,8,,['ボウ']
涯,1,11,['はて'],['ガイ']
膳,1,16,"['かしわ', 'すす.める', 'そな.える']","['ゼン', 'セン']"
禅,1,13,"['しずか', 'ゆず.る']","['ゼン', 'セン']"
僧,1,13,,['ソウ']
縦,1,16,['たて'],['ジュウ']
棟,1,12,"['むね', 'むな-']",['トウ']
綴,1,14,"['と.じる', 'つづ.る', 'つづり', 'すみ.やか']","['テイ', 'テツ', 'テチ', 'ゲツ']"
肺,1,9,,['ハイ']
諮,1,16,['はか.る'],['シ']
班,1,10,,['ハン']
碑,1,14,['いしぶみ'],['ヒ']
膜,1,14,,['マク']
捲,1,11,"['ま.く', 'ま.くる', 'まく.る', 'めく.る', 'まく.れる']",['ケン']
枠,1,8,['わく'],
漫,1,14,"['みだり.に', 'そぞ.ろ']",['マン']
僕,1,14,['しもべ'],['ボク']
拾,1,9,['ひろ.う'],"['シュウ', 'ジュウ']"
彼,3,8,"['かれ', 'かの', 'か.の']",['ヒ']
絹,1,13,['きぬ'],['ケン']
痩,1,12,['や.せる'],"['ソウ', 'チュウ', 'シュウ', 'シュ']"
雲,1,12,"['くも', '-ぐも']",['ウン']
坂,1,7,['さか'],['ハン']
昔,1,8,['むかし'],"['セキ', 'シャク']"
壁,1,16,['かべ'],['ヘキ']
泣,1,8,['な.く'],['キュウ']
漬,1,14,"['つ.ける', 'つ.かる', '-づ.け', '-づけ']",['シ']
挨,1,10,['ひら.く'],['アイ']
拶,1,9,['せま.る'],['サツ']
踊,2,14,['おど.る'],['ヨウ']
塗,1,13,"['ぬ.る', 'ぬ.り', 'まみ.れる']",['ト']
珍,1,9,"['めずら.しい', 'たから']",['チン']
寂,1,11,"['さび', 'さび.しい', 'さび.れる', 'さみ.しい']","['ジャク', 'セキ']"
噌,1,14,['かまびす.しい'],"['ソウ', 'ショウ', 'ソ']"
貿,1,12,,['ボウ']
皆,2,9,"['みな', 'みんな']",['カイ']
隅,1,12,['すみ'],['グウ']
伺,1,7,['うかが.う'],['シ']
喉,1,12,['のど'],['コウ']
叱,1,5,['しか.る'],"['シツ', 'シチ', 'カ']"
枝,1,8,['えだ'],['シ']
尋,1,12,"['たず.ねる', 'ひろ']",['ジン']
億,1,15,,['オク']
紹,1,11,,['ショウ']
舟,1,6,"['ふね', 'ふな-', '-ぶね']",['シュウ']
翻,1,18,"['ひるがえ.る', 'ひるがえ.す']","['ホン', 'ハン']"
娘,1,10,"['むすめ', 'こ']",['ジョウ']
湖,1,12,['みずうみ'],['コ']
嬉,1,15,"['うれ.しい', 'たの.しむ']",['キ']
秋,1,9,"['あき', 'とき']",['シュウ']
飴,1,13,"['あめ', 'やしな.う']","['イ', 'シ']"
椅,1,12,,['イ']
犬,1,4,"['いぬ', 'いぬ-']",['ケン']
駅,1,14,,['エキ']
鍵,1,17,['かぎ'],['ケン']
傘,1,12,['かさ'],['サン']
喫,1,12,['の.む'],['キツ']
九,4,2,"['ここの', 'ここの.つ']","['キュウ', 'ク']"
綺,1,14,['あや'],['キ']
麗,1,19,"['うるわ.しい', 'うら.らか']",['レイ']
靴,2,13,['くつ'],['カ']
曇,2,16,['くも.る'],['ドン']
咲,1,9,"['さ.く', '-ざき']",['ショウ']
冊,1,5,['ふみ'],"['サツ', 'サク']"
誌,1,14,,['シ']
糖,1,16,,['トウ']
七,3,2,"['なな', 'なな.つ', 'なの']",['シチ']
醤,1,17,['ひしお'],['ショウ']
鹸,1,19,['あ.く'],"['ケン', 'カン', 'セン']"
狭,1,9,"['せま.い', 'せば.める', 'せば.まる', 'さ']","['キョウ', 'コウ']"
千,1,3,['ち'],['セン']
卵,1,7,['たまご'],['ラン']
誰,2,15,"['だれ', 'たれ', 'た']",['スイ']
机,1,6,['つくえ'],['キ']
隣,1,16,"['とな.る', 'となり']",['リン']
鶏,1,19,"['にわとり', 'とり']",['ケイ']
夏,2,10,['なつ'],"['カ', 'ガ', 'ゲ']"
猫,1,11,['ねこ'],['ビョウ']
箱,1,15,['はこ'],['ソウ']
箸,1,15,['はし'],"['チョ', 'チャク']"
八,4,2,"['や', 'や.つ', 'やっ.つ', 'よう']","['ハチ', 'ハツ']"
貼,1,12,"['は.る', 'つ.く']","['テン', 'チョウ']"
豚,1,11,['ぶた'],['トン']
帽,1,12,"['ずきん', 'おお.う']","['ボウ', 'モウ']"
緑,1,14,['みどり'],"['リョク', 'ロク']"
六,3,4,"['む', 'む.つ', 'むっ.つ', 'むい']","['ロク', 'リク']"
菜,1,11,['な'],['サイ']
廊,1,12,,['ロウ']
